Date,Hotel_ID,ADR,Occupancy Rate,RevPAR,Available Rooms,Booked Rooms,Cancelations,No Shows,Deposits,Customer Type,Stay Length,Total Charges,Market Segment,Booking Channel,Special Requests,Meal Plan,Check-in Day of Week,Advance Booking Days,Revenue from Extras
2023-02-12,153,139.37,0.97,135.19,98,95,5,1,4494.31,Group,14,1951.18,Direct,Agent,2,None,Fri,10,170.08
2023-02-13,404,111.89,0.57,63.78,181,103,2,2,4436.8,Business,14,1566.46,Direct,Agent,0,Breakfast,Mon,18,59.13
2023-02-14,194,105.61,0.63,66.53,61,38,5,1,2550.7,Business,14,1478.54,Direct,Agent,3,None,Mon,2,122.19
2023-02-15,159,196.82,0.71,139.74,162,115,1,0,4053.2,Business,2,393.64,Agent,Website,4,Breakfast,Wed,55,90.07
2023-02-16,436,123.72,0.5,61.86,90,45,1,3,2121.61,Business,11,1360.92,Agent,Phone,2,Half-board,Sun,16,116.92
2023-02-17,254,163.56,0.53,86.69,52,28,8,3,4372.69,Leisure,9,1472.04,Agent,Agent,2,Half-board,Thu,0,112.35
2023-02-18,224,109.93,0.61,67.06,109,66,9,4,4579.0,Business,12,1319.16,Agent,Agent,3,Half-board,Sun,13,146.65
2023-02-19,263,117.64,0.74,87.05,60,44,4,3,2922.35,Group,3,352.92,Online,Phone,0,None,Fri,48,64.16
2023-02-20,158,173.61,0.63,109.37,182,115,0,2,2642.87,Leisure,9,1562.49,Online,Agent,3,None,Mon,22,86.46
2023-02-21,206,196.52,0.94,184.73,159,149,9,2,2897.15,Leisure,3,589.56,Online,Agent,3,Breakfast,Tue,33,115.82
2023-02-22,301,141.23,0.66,93.21,177,117,8,1,1571.55,Leisure,11,1553.53,Agent,Phone,0,Breakfast,Thu,0,1.62
2023-02-23,400,78.9,0.96,75.74,140,134,4,2,913.36,Leisure,10,789.0,Direct,Website,2,Breakfast,Sat,42,54.33
2023-02-24,369,249.9,0.99,247.4,157,155,7,2,2241.14,Business,6,1499.4,Online,Website,2,None,Tue,9,97.23
2023-02-25,477,107.17,0.72,77.16,58,42,5,3,4028.34,Business,7,750.19,Agent,Website,0,Half-board,Mon,25,36.1
2023-02-26,426,72.92,0.61,44.48,87,53,7,0,3567.88,Leisure,13,947.96,Agent,Agent,4,Breakfast,Fri,40,143.81
2023-02-27,138,279.72,0.65,181.82,152,99,4,1,4283.93,Business,6,1678.32,Agent,Website,1,Breakfast,Sat,57,21.04
2023-02-28,267,129.8,0.89,115.52,141,125,3,4,2531.61,Leisure,12,1557.6,Online,Agent,3,Half-board,Sun,58,144.57
2023-03-01,236,76.91,0.64,49.22,69,44,1,3,1059.22,Leisure,4,307.64,Agent,Website,0,Breakfast,Sat,2,164.44
2023-03-02,113,115.83,0.69,79.92,85,59,9,1,2851.81,Business,7,810.81,Online,Website,1,Half-board,Fri,14,137.12
2023-03-03,491,168.38,0.74,124.6,174,129,1,3,677.71,Business,7,1178.66,Direct,Website,4,None,Fri,54,183.45
2023-03-04,308,159.52,0.79,126.02,124,98,8,2,2438.91,Group,8,1276.16,Agent,Phone,3,Half-board,Sat,58,142.34
2023-03-05,122,107.41,1.0,107.41,99,99,0,4,1406.38,Business,11,1181.51,Online,Agent,0,Half-board,Wed,28,44.24
2023-03-06,435,241.14,0.62,149.51,196,122,6,4,4299.12,Group,2,482.28,Direct,Agent,0,Half-board,Sat,21,164.4
2023-03-07,364,123.92,0.68,84.27,54,37,5,0,1080.17,Group,11,1363.12,Agent,Agent,3,Half-board,Fri,2,48.66
2023-03-08,327,90.77,0.63,57.19,99,62,6,1,2635.87,Leisure,3,272.31,Online,Agent,3,Half-board,Sun,22,166.31
2023-03-09,362,198.03,0.68,134.66,63,43,0,4,2233.12,Business,9,1782.27,Agent,Website,2,Breakfast,Tue,8,117.77
2023-03-10,309,216.45,0.55,119.05,194,107,4,3,4304.23,Group,10,2164.5,Agent,Website,3,Half-board,Thu,47,102.53
2023-03-11,160,109.13,0.68,74.21,154,105,6,1,3027.31,Business,7,763.91,Agent,Website,4,None,Sat,16,115.8
2023-03-12,156,79.93,0.94,75.13,111,104,4,2,2637.3,Group,9,719.37,Direct,Phone,2,Half-board,Sun,35,78.72
2023-03-13,470,201.52,0.65,130.99,148,96,1,0,3182.87,Group,3,604.56,Agent,Agent,2,Half-board,Thu,45,54.09
2023-03-14,337,47.63,0.69,32.86,67,46,0,2,1544.64,Group,4,190.52,Direct,Website,2,Half-board,Fri,27,92.08
2023-03-15,251,88.67,0.97,86.01,74,72,9,4,2846.23,Business,3,266.01,Online,Agent,4,Half-board,Sat,34,27.61
2023-03-16,380,198.37,0.86,170.6,143,123,4,2,2075.17,Leisure,4,793.48,Agent,Phone,3,Breakfast,Sun,57,123.93
2023-03-17,104,147.23,0.76,111.89,116,88,3,3,990.13,Group,9,1325.07,Direct,Website,0,None,Thu,7,109.37
2023-03-18,200,136.8,0.89,121.75,96,85,9,3,4061.74,Group,11,1504.8,Online,Website,0,Half-board,Wed,29,134.62
2023-03-19,405,167.64,0.56,93.88,59,33,8,1,2123.58,Business,11,1844.04,Online,Agent,2,Breakfast,Sat,10,127.65
2023-03-20,443,142.36,0.73,103.92,157,115,3,0,1755.1,Business,1,142.36,Direct,Phone,0,None,Sun,29,184.79
2023-03-21,130,85.07,0.56,47.64,76,43,7,0,502.56,Leisure,4,340.28,Online,Phone,2,Breakfast,Thu,7,103.43
2023-03-22,154,213.8,0.62,132.56,70,43,7,3,671.02,Leisure,7,1496.6,Agent,Agent,3,None,Fri,48,2.5
2023-03-23,253,216.25,0.57,123.26,156,89,3,2,1633.3,Group,6,1297.5,Agent,Website,3,Breakfast,Mon,7,176.07
2023-03-24,376,160.27,0.68,108.98,116,79,2,2,1982.89,Group,9,1442.43,Online,Agent,3,Breakfast,Tue,1,24.2
2023-03-25,453,152.26,0.69,105.06,102,70,4,1,3646.07,Group,11,1674.86,Online,Phone,2,None,Sun,25,145.84
2023-03-26,457,266.98,0.97,258.97,89,86,7,4,2158.05,Business,10,2669.8,Agent,Website,4,Half-board,Sat,13,39.48
2023-03-27,285,136.18,0.63,85.79,133,84,7,4,4084.36,Business,3,408.54,Online,Agent,3,None,Sun,13,24.66
2023-03-28,129,137.02,0.74,101.39,166,123,9,1,3142.25,Group,1,137.02,Direct,Phone,4,Breakfast,Thu,0,190.95
2023-03-29,471,168.22,0.91,153.08,185,168,6,4,2077.55,Business,11,1850.42,Online,Phone,4,None,Sun,41,7.14
2023-03-30,409,223.57,0.91,203.45,81,74,9,3,1208.29,Group,12,2682.84,Online,Agent,0,None,Sat,44,6.04
2023-03-31,219,229.64,0.88,202.08,146,128,7,0,506.16,Group,8,1837.12,Online,Website,3,None,Tue,19,89.67
2023-04-01,442,137.07,0.64,87.72,105,67,9,0,2224.01,Group,6,822.42,Agent,Agent,3,Breakfast,Sat,3,117.14
2023-04-02,107,165.42,0.75,124.06,186,140,1,4,2330.24,Leisure,12,1985.04,Agent,Agent,4,Breakfast,Sat,57,35.32
2023-04-03,205,81.1,0.59,47.85,94,55,0,4,2137.51,Leisure,7,567.7,Online,Phone,1,Half-board,Fri,39,144.94
2023-04-04,237,134.4,0.59,79.3,103,61,1,4,4110.82,Group,11,1478.4,Agent,Website,1,Breakfast,Sat,53,187.84
2023-04-05,282,107.99,0.72,77.75,88,63,9,0,930.0,Leisure,8,863.92,Online,Website,2,Half-board,Wed,1,99.7
2023-04-06,484,99.66,0.87,86.7,93,81,8,4,1017.06,Leisure,14,1395.24,Agent,Agent,1,Breakfast,Tue,17,24.35
2023-04-07,439,234.08,0.76,177.9,58,44,9,2,1550.58,Business,10,2340.8,Agent,Phone,2,Half-board,Mon,59,168.7
2023-04-08,476,110.39,0.94,103.77,170,160,8,2,2811.8,Group,1,110.39,Direct,Website,4,None,Fri,54,188.58
2023-04-09,309,123.42,0.92,113.55,82,75,1,3,3766.56,Leisure,9,1110.78,Direct,Website,3,Breakfast,Wed,34,166.56
2023-04-10,248,168.29,0.52,87.51,66,34,7,1,4566.49,Business,10,1682.9,Online,Agent,2,Half-board,Tue,42,112.94
2023-04-11,473,214.89,0.78,167.61,167,130,4,3,1701.93,Group,1,214.89,Online,Website,2,Breakfast,Sun,5,167.95
2023-04-12,359,174.06,0.8,139.25,125,100,1,0,1075.1,Business,7,1218.42,Online,Phone,0,Half-board,Sun,2,75.38
2023-04-13,226,287.97,0.98,282.21,129,126,8,2,2791.47,Group,8,2303.76,Online,Phone,3,None,Tue,11,99.94
2023-04-14,398,146.27,0.51,74.6,101,52,0,1,1848.17,Group,5,731.35,Agent,Agent,3,Breakfast,Sun,43,16.26
2023-04-15,165,162.94,0.77,125.46,160,123,2,2,4930.21,Leisure,14,2281.16,Agent,Website,2,None,Wed,5,64.83
2023-04-16,120,163.78,0.6,98.27,110,66,6,4,679.29,Group,6,982.68,Agent,Agent,2,None,Thu,10,183.13
2023-04-17,392,221.75,0.53,117.53,68,36,4,0,1359.03,Leisure,14,3104.5,Online,Phone,3,None,Tue,52,170.69
2023-04-18,424,175.36,0.79,138.53,90,71,5,1,3891.01,Leisure,9,1578.24,Direct,Website,1,None,Sun,4,118.83
2023-04-19,212,144.19,0.89,128.33,54,48,6,3,2238.7,Business,2,288.38,Direct,Agent,0,Half-board,Mon,45,181.07
2023-04-20,238,102.63,0.89,91.34,188,167,0,0,3030.07,Business,13,1334.19,Online,Website,1,Breakfast,Fri,32,85.39
2023-04-21,337,162.22,0.52,84.35,147,76,6,3,4169.53,Group,2,324.44,Direct,Website,4,None,Thu,52,187.52
2023-04-22,460,220.07,0.7,154.05,136,95,9,3,3500.88,Business,9,1980.63,Direct,Phone,2,Half-board,Sun,48,189.17
2023-04-23,447,129.48,0.52,67.33,160,83,4,3,3215.98,Group,9,1165.32,Direct,Agent,2,Half-board,Sun,19,113.99
2023-04-24,143,176.45,0.62,109.4,134,83,7,4,3568.21,Business,5,882.25,Online,Website,3,None,Wed,22,10.04
2023-04-25,163,162.31,0.6,97.39,183,110,1,3,789.1,Group,4,649.24,Agent,Agent,4,Half-board,Sun,4,176.93
2023-04-26,365,193.18,0.61,117.84,108,66,8,2,940.1,Business,7,1352.26,Direct,Agent,1,Half-board,Tue,21,182.28
2023-04-27,191,109.76,0.67,73.54,149,100,5,1,3233.97,Group,10,1097.6,Agent,Agent,4,Half-board,Thu,35,188.61
2023-04-28,211,267.33,0.64,171.09,153,98,8,1,2155.3,Business,3,801.99,Online,Website,1,Breakfast,Fri,12,94.4
2023-04-29,439,86.04,0.98,84.32,189,185,5,0,4980.71,Group,6,516.24,Online,Agent,3,Breakfast,Wed,31,58.26
2023-04-30,432,131.72,0.68,89.57,58,39,5,2,4192.97,Group,8,1053.76,Agent,Phone,1,Half-board,Mon,32,17.5
2023-05-01,374,196.9,0.95,187.06,171,162,0,3,4669.15,Business,10,1969.0,Online,Agent,4,None,Mon,27,175.87
2023-05-02,469,164.84,0.59,97.26,76,45,7,2,1312.08,Group,13,2142.92,Online,Agent,3,None,Mon,13,144.6
2023-05-03,430,191.5,0.88,168.52,154,136,8,3,3311.29,Business,10,1915.0,Direct,Website,1,Half-board,Mon,30,160.36
2023-05-04,326,125.19,0.53,66.35,145,77,5,3,625.45,Business,12,1502.28,Online,Website,1,Breakfast,Sat,18,153.81
2023-05-05,325,146.26,0.73,106.77,100,73,0,1,3808.14,Business,10,1462.6,Direct,Website,0,Half-board,Wed,11,163.47
2023-05-06,231,150.61,0.5,75.31,69,34,7,4,690.0,Leisure,2,301.22,Online,Phone,1,None,Thu,32,22.2
2023-05-07,496,228.46,0.91,207.9,81,74,8,0,3533.36,Business,2,456.92,Direct,Website,0,Breakfast,Sat,54,67.66
2023-05-08,328,184.52,0.98,180.83,87,85,6,1,1455.66,Leisure,11,2029.72,Direct,Website,4,None,Fri,50,162.83
2023-05-09,414,189.83,0.52,98.71,189,98,0,3,3160.36,Group,8,1518.64,Direct,Phone,1,None,Thu,11,146.86
2023-05-10,485,117.1,0.97,113.59,129,125,0,0,1741.89,Group,14,1639.4,Agent,Phone,0,Half-board,Mon,18,153.35
2023-05-11,469,198.44,0.89,176.61,103,92,9,3,600.81,Leisure,4,793.76,Agent,Agent,3,Breakfast,Fri,49,151.92
2023-05-12,228,161.28,0.68,109.67,182,124,4,1,3584.92,Leisure,5,806.4,Agent,Agent,2,Half-board,Sun,48,13.38
2023-05-13,395,219.46,0.95,208.49,195,185,5,3,2518.97,Group,14,3072.44,Online,Agent,4,None,Mon,28,165.21
2023-05-14,124,250.7,0.65,162.95,75,49,4,0,3759.04,Leisure,8,2005.6,Direct,Agent,3,Breakfast,Tue,43,17.18
2023-05-15,286,134.66,0.7,94.26,172,120,1,3,753.28,Business,4,538.64,Direct,Website,3,Breakfast,Mon,18,164.48
2023-05-16,392,129.68,0.55,71.32,126,69,3,1,2885.92,Business,10,1296.8,Agent,Website,4,Breakfast,Tue,21,63.42
2023-05-17,455,106.8,0.83,88.64,50,42,4,3,744.2,Business,13,1388.4,Agent,Agent,3,Breakfast,Sat,3,42.42
2023-05-18,425,142.82,0.51,72.84,146,74,6,0,1147.31,Leisure,4,571.28,Online,Agent,3,None,Thu,29,39.18
2023-05-19,234,130.9,0.74,96.87,154,114,9,2,4029.86,Leisure,4,523.6,Online,Website,0,None,Sat,33,15.45
2023-05-20,103,167.98,0.84,141.1,133,112,9,2,1529.03,Business,3,503.94,Agent,Agent,2,Half-board,Wed,45,99.65
2023-05-21,326,142.77,0.91,129.92,173,157,0,4,919.96,Business,11,1570.47,Online,Website,3,Half-board,Fri,56,156.92
2023-05-22,477,131.92,0.57,75.19,149,85,4,4,1138.14,Group,12,1583.04,Online,Website,2,Half-board,Mon,42,130.09
2023-05-23,268,203.23,0.88,178.84,143,126,1,1,1136.44,Leisure,6,1219.38,Online,Website,0,Half-board,Tue,29,198.41
2023-05-24,384,103.11,0.86,88.67,75,64,1,3,4297.21,Leisure,5,515.55,Agent,Website,4,Half-board,Wed,11,154.21
2023-05-25,424,171.66,0.78,133.89,173,135,1,3,3154.74,Business,10,1716.6,Agent,Phone,2,Half-board,Wed,19,145.66
2023-05-26,126,129.7,0.79,102.46,122,96,9,3,4065.57,Leisure,10,1297.0,Agent,Phone,0,Half-board,Tue,51,82.26
2023-05-27,324,186.22,0.55,102.42,88,48,6,1,1657.49,Business,3,558.66,Direct,Agent,0,Breakfast,Sun,56,24.16
2023-05-28,348,219.26,0.8,175.41,100,80,6,1,3318.53,Business,10,2192.6,Agent,Phone,0,None,Wed,18,75.95
2023-05-29,465,134.85,0.69,93.05,193,133,1,3,4545.08,Business,5,674.25,Agent,Phone,2,Half-board,Tue,35,171.93
2023-05-30,301,172.05,0.93,160.01,182,169,3,0,2902.8,Leisure,1,172.05,Agent,Website,1,None,Fri,45,67.17
2023-05-31,297,158.94,0.66,104.9,76,50,3,1,4418.3,Leisure,8,1271.52,Direct,Website,3,Half-board,Thu,38,24.5
2023-06-01,235,110.03,0.79,86.92,125,99,6,4,1481.21,Leisure,11,1210.33,Online,Website,0,None,Fri,47,106.27
2023-06-02,225,162.04,0.71,115.05,76,54,4,0,4851.17,Leisure,2,324.08,Agent,Agent,4,None,Thu,2,121.49
2023-06-03,194,164.46,0.94,154.59,78,73,4,2,858.62,Leisure,12,1973.52,Agent,Phone,1,Breakfast,Tue,3,23.66
2023-06-04,172,170.64,0.63,107.5,178,112,1,3,3924.99,Business,9,1535.76,Agent,Agent,1,Breakfast,Sun,58,153.26
2023-06-05,346,140.08,0.54,75.64,119,64,4,4,1407.73,Business,13,1821.04,Agent,Agent,0,Breakfast,Thu,3,101.58
2023-06-06,440,154.71,0.87,134.6,107,93,3,4,1025.99,Leisure,13,2011.23,Direct,Website,4,Half-board,Wed,20,117.43
2023-06-07,235,92.62,0.71,65.76,63,45,5,4,3015.62,Leisure,6,555.72,Online,Agent,3,Half-board,Sat,38,7.68
2023-06-08,295,132.09,0.79,104.35,72,57,4,4,1926.6,Group,3,396.27,Online,Website,0,Half-board,Wed,16,43.16
2023-06-09,313,177.8,0.51,90.68,111,57,0,3,1501.34,Group,9,1600.2,Direct,Phone,2,Breakfast,Mon,31,88.09
2023-06-10,208,194.62,0.98,190.73,140,137,1,4,2476.05,Group,6,1167.72,Direct,Agent,2,None,Tue,13,20.82
2023-06-11,423,128.88,0.94,121.15,112,105,1,4,4947.9,Group,6,773.28,Direct,Agent,3,None,Fri,47,145.98
2023-06-12,202,155.24,0.81,125.74,183,148,1,0,3347.05,Leisure,6,931.44,Direct,Phone,4,None,Sat,11,43.36
2023-06-13,440,161.4,0.51,82.31,132,67,7,1,1753.71,Leisure,2,322.8,Direct,Agent,2,Half-board,Tue,33,72.26
2023-06-14,427,160.07,0.69,110.45,94,65,8,2,4936.56,Group,11,1760.77,Direct,Phone,1,Half-board,Sat,29,6.68
2023-06-15,183,177.04,0.99,175.27,160,158,2,3,1756.25,Business,1,177.04,Agent,Website,4,Half-board,Sun,18,50.62
2023-06-16,323,59.1,0.84,49.64,117,98,5,2,3738.43,Leisure,5,295.5,Direct,Website,2,None,Mon,10,169.81
2023-06-17,356,147.53,0.58,85.57,73,42,2,2,1685.0,Business,4,590.12,Agent,Phone,1,Breakfast,Sat,45,106.7
2023-06-18,233,161.95,0.73,118.22,187,137,3,1,3984.38,Group,5,809.75,Online,Agent,4,None,Thu,24,146.43
2023-06-19,447,99.98,0.98,97.98,55,54,0,3,3397.93,Leisure,4,399.92,Online,Phone,0,Breakfast,Sun,48,41.52
2023-06-20,207,233.7,0.77,179.95,83,64,7,0,3077.18,Leisure,11,2570.7,Online,Agent,2,Breakfast,Sat,20,39.24
2023-06-21,107,158.08,0.51,80.62,179,91,3,1,2565.03,Leisure,14,2213.12,Agent,Website,4,Breakfast,Fri,2,116.77
2023-06-22,249,228.17,0.81,184.82,113,92,9,4,1592.79,Leisure,9,2053.53,Online,Agent,4,Half-board,Fri,17,38.4
2023-06-23,492,110.47,0.64,70.7,134,86,4,4,3242.42,Business,11,1215.17,Direct,Agent,3,None,Wed,10,39.54
2023-06-24,271,104.63,0.55,57.55,141,78,1,2,4434.56,Business,3,313.89,Agent,Agent,0,Breakfast,Mon,28,19.84
2023-06-25,146,161.21,0.7,112.85,81,57,6,0,640.87,Group,10,1612.1,Online,Phone,4,Breakfast,Sun,28,151.91
2023-06-26,100,66.07,0.78,51.53,181,141,4,2,3797.01,Leisure,13,858.91,Online,Agent,1,Breakfast,Fri,51,17.64
2023-06-27,460,160.75,0.51,81.98,134,68,6,4,4459.65,Business,13,2089.75,Direct,Website,4,Half-board,Thu,37,177.8
2023-06-28,279,154.86,0.78,120.79,188,147,1,3,3276.0,Group,12,1858.32,Online,Website,4,Breakfast,Thu,9,174.11
2023-06-29,138,200.78,0.76,152.59,123,93,8,1,1662.94,Business,14,2810.92,Agent,Agent,4,Breakfast,Fri,4,32.25
2023-06-30,189,185.05,0.9,166.54,191,172,1,0,2081.64,Business,9,1665.45,Direct,Agent,4,None,Tue,15,193.48
2023-07-01,174,129.13,0.71,91.68,110,78,0,1,3869.62,Leisure,7,903.91,Online,Website,4,Half-board,Wed,55,68.19
2023-07-02,326,95.13,0.78,74.2,154,120,2,1,2150.7,Group,8,761.04,Online,Phone,1,Breakfast,Fri,28,177.8
2023-07-03,223,235.62,0.87,204.99,131,114,1,2,536.33,Leisure,3,706.86,Direct,Website,2,None,Mon,44,14.45
2023-07-04,443,110.39,0.95,104.87,95,90,8,4,974.83,Business,4,441.56,Direct,Website,2,Half-board,Thu,12,28.75
2023-07-05,196,97.72,0.69,67.43,181,125,5,0,1784.03,Business,7,684.04,Direct,Website,2,None,Mon,2,88.28
2023-07-06,439,95.76,0.8,76.61,64,51,9,1,2269.26,Group,2,191.52,Direct,Website,1,Breakfast,Thu,31,9.53
2023-07-07,382,205.87,0.85,174.99,65,55,5,0,2139.46,Business,10,2058.7,Direct,Website,0,Half-board,Tue,40,53.9
2023-07-08,306,124.05,0.52,64.51,55,29,8,0,4128.92,Leisure,2,248.1,Online,Phone,0,None,Wed,52,119.77
2023-07-09,132,112.31,0.9,101.08,104,94,8,4,1497.12,Business,5,561.55,Agent,Website,4,Breakfast,Sun,59,26.33
2023-07-10,215,156.88,0.69,108.25,50,34,1,1,2346.41,Leisure,8,1255.04,Direct,Phone,1,None,Fri,34,24.89
2023-07-11,453,139.65,0.84,117.31,131,110,5,0,4164.02,Leisure,10,1396.5,Agent,Phone,3,Breakfast,Sat,17,80.24
2023-07-12,415,116.1,0.74,85.91,82,61,0,0,4070.47,Group,8,928.8,Online,Phone,4,None,Fri,8,20.62
2023-07-13,413,187.7,0.85,159.54,108,92,5,1,1423.51,Group,6,1126.2,Agent,Phone,3,None,Sun,34,130.57
2023-07-14,278,203.27,0.86,174.81,79,68,0,1,2138.33,Group,1,203.27,Agent,Website,4,Breakfast,Wed,30,158.09
2023-07-15,273,199.27,0.6,119.56,68,41,3,1,1203.41,Leisure,3,597.81,Agent,Website,0,None,Sat,8,94.77
2023-07-16,333,188.35,0.83,156.33,157,130,6,2,905.45,Leisure,2,376.7,Online,Phone,3,None,Fri,14,13.06
2023-07-17,232,170.13,0.93,158.22,152,141,5,1,2993.87,Business,3,510.39,Direct,Agent,4,None,Thu,25,122.46
2023-07-18,193,61.21,0.62,37.95,121,75,0,4,1937.72,Business,4,244.84,Direct,Website,0,Breakfast,Fri,13,47.97
2023-07-19,447,233.46,0.88,205.44,69,61,5,0,2811.6,Leisure,5,1167.3,Direct,Agent,2,Half-board,Sun,41,76.01
2023-07-20,294,165.1,0.82,135.38,119,98,4,2,3145.59,Leisure,14,2311.4,Agent,Phone,2,None,Tue,22,38.56
2023-07-21,285,180.41,0.98,176.8,179,175,2,1,3227.87,Leisure,10,1804.1,Online,Phone,3,Half-board,Mon,36,128.1
2023-07-22,475,205.75,0.63,129.62,100,63,8,3,4733.44,Leisure,7,1440.25,Online,Website,3,None,Thu,36,163.79
2023-07-23,264,221.67,0.58,128.57,110,64,5,2,1555.92,Business,9,1995.03,Online,Agent,3,Breakfast,Fri,17,171.71
2023-07-24,461,170.92,0.66,112.81,108,71,3,2,4541.38,Leisure,2,341.84,Online,Website,1,Breakfast,Tue,4,154.36
2023-07-25,290,171.78,0.63,108.22,166,105,9,2,730.89,Business,6,1030.68,Agent,Website,3,Half-board,Fri,0,109.32
2023-07-26,104,120.04,0.88,105.64,196,172,7,2,636.72,Business,2,240.08,Agent,Website,4,None,Thu,22,111.16
2023-07-27,305,151.65,0.87,131.94,56,49,0,0,989.46,Group,4,606.6,Direct,Agent,2,Breakfast,Wed,36,40.6
2023-07-28,465,107.29,0.83,89.05,125,104,0,0,3396.6,Business,1,107.29,Online,Phone,0,None,Sat,33,3.04
2023-07-29,443,114.0,0.61,69.54,173,106,2,2,2886.32,Business,10,1140.0,Online,Phone,4,None,Sat,11,111.85
2023-07-30,326,105.32,0.93,97.95,74,69,5,3,1229.55,Business,1,105.32,Agent,Agent,1,None,Thu,52,139.53
2023-07-31,173,142.2,0.98,139.36,100,98,3,1,1165.57,Leisure,6,853.2,Direct,Website,2,Breakfast,Mon,54,79.2
2023-08-01,318,202.45,0.77,155.89,186,143,3,2,2882.43,Business,5,1012.25,Direct,Phone,0,Half-board,Wed,4,128.58
2023-08-02,126,308.55,0.82,253.01,167,137,2,2,4815.53,Business,9,2776.95,Direct,Agent,2,None,Tue,50,65.0
2023-08-03,474,159.47,0.75,119.6,133,100,1,1,1322.29,Group,4,637.88,Direct,Phone,0,None,Tue,44,70.58
2023-08-04,122,82.58,0.64,52.85,52,33,2,0,1666.08,Leisure,1,82.58,Direct,Website,4,Breakfast,Sat,7,75.85
2023-08-05,307,213.25,0.64,136.48,78,50,2,2,1042.62,Leisure,9,1919.25,Direct,Agent,3,None,Mon,2,169.27
2023-08-06,454,134.96,0.66,89.07,88,58,3,2,3175.71,Group,14,1889.44,Agent,Phone,3,None,Sat,12,40.71
2023-08-07,190,116.97,0.6,70.18,93,56,2,2,4670.46,Group,13,1520.61,Agent,Phone,4,Half-board,Mon,15,193.57
2023-08-08,151,160.49,0.95,152.47,147,140,4,2,1571.07,Business,8,1283.92,Online,Phone,3,None,Fri,24,52.06
2023-08-09,402,87.97,0.93,81.81,166,154,5,1,2625.9,Group,6,527.82,Agent,Website,4,Half-board,Sat,2,98.14
2023-08-10,308,161.12,0.73,117.62,63,46,3,0,4584.27,Group,14,2255.68,Online,Phone,0,None,Mon,33,51.34
2023-08-11,161,145.58,0.68,98.99,95,65,1,3,3687.27,Business,13,1892.54,Direct,Phone,4,None,Sat,59,95.49
2023-08-12,403,154.92,0.97,150.27,83,81,2,1,2877.29,Group,7,1084.44,Agent,Agent,1,Half-board,Sun,17,79.85
2023-08-13,204,169.07,0.61,103.13,60,37,3,3,3376.88,Leisure,8,1352.56,Direct,Website,2,Breakfast,Wed,48,74.96
2023-08-14,228,153.37,0.78,119.63,165,129,8,3,3788.78,Group,8,1226.96,Agent,Agent,0,Breakfast,Sat,35,59.9
2023-08-15,494,150.82,0.53,79.93,137,73,9,1,3778.15,Business,8,1206.56,Agent,Agent,3,None,Mon,14,4.39
2023-08-16,497,164.22,0.6,98.53,175,105,3,0,2682.4,Group,7,1149.54,Online,Agent,4,Half-board,Sun,59,161.52
2023-08-17,427,170.77,0.8,136.62,127,102,1,0,1766.64,Leisure,3,512.31,Agent,Website,0,Breakfast,Thu,10,90.2
2023-08-18,194,98.43,0.83,81.7,165,137,7,0,1427.79,Leisure,9,885.87,Direct,Phone,2,Breakfast,Sun,49,51.95
2023-08-19,106,78.5,0.79,62.02,80,63,1,1,4633.76,Group,10,785.0,Agent,Website,1,Breakfast,Wed,53,37.65
2023-08-20,273,146.92,0.93,136.64,114,106,0,1,762.11,Business,13,1909.96,Direct,Phone,3,Breakfast,Sun,42,31.58
2023-08-21,345,78.36,1.0,78.36,157,157,1,4,2016.83,Business,13,1018.68,Online,Agent,0,Breakfast,Thu,47,189.81
2023-08-22,115,154.38,0.88,135.85,117,103,8,1,3605.23,Leisure,7,1080.66,Agent,Website,3,None,Wed,48,119.34
2023-08-23,269,196.94,0.73,143.77,176,128,2,4,3200.31,Leisure,12,2363.28,Agent,Agent,0,Breakfast,Mon,40,52.48
2023-08-24,266,180.36,0.92,165.93,160,147,0,3,2449.48,Group,14,2525.04,Agent,Website,1,None,Fri,7,52.25
2023-08-25,409,97.59,0.56,54.65,178,100,6,1,969.05,Group,1,97.59,Agent,Phone,0,Breakfast,Sun,10,198.69
2023-08-26,182,106.99,0.84,89.87,145,122,4,4,1127.88,Business,1,106.99,Online,Phone,2,Half-board,Wed,31,128.94
2023-08-27,491,166.42,0.76,126.48,186,141,9,0,3634.35,Leisure,9,1497.78,Agent,Phone,3,Breakfast,Sun,15,32.65
2023-08-28,320,129.94,0.59,76.66,117,69,1,3,2676.63,Business,12,1559.28,Agent,Agent,4,Breakfast,Sun,24,159.37
2023-08-29,421,134.17,0.99,132.83,61,60,7,1,2027.98,Business,10,1341.7,Direct,Agent,0,Breakfast,Mon,17,87.38
2023-08-30,269,179.85,0.67,120.5,70,47,3,2,2186.57,Group,2,359.7,Online,Agent,0,Half-board,Tue,54,133.78
2023-08-31,422,100.64,0.81,81.52,51,41,1,3,2429.09,Leisure,10,1006.4,Agent,Website,2,Breakfast,Tue,59,117.56
2023-09-01,214,129.94,0.94,122.14,118,111,3,3,3573.75,Group,11,1429.34,Agent,Agent,0,Breakfast,Tue,16,28.53
2023-09-02,448,110.0,0.75,82.5,149,112,9,4,3204.27,Group,12,1320.0,Online,Agent,2,Half-board,Wed,24,24.65
2023-09-03,434,97.84,0.56,54.79,174,97,3,1,817.17,Business,12,1174.08,Agent,Agent,0,Half-board,Mon,22,151.06
